address,price,bathrooms,bedrooms,area,zestimate,rent_zestimate,days_on_zillow,property_url,zip,$/sqft,compare_$sqft_sold_inZip,household_median_income_on_threshold,median_age,median_house_value,poverty_rate,unemployment_rate,Target
"68 Putnam St, Weymouth, MA 02189",499900,2,5,2181.0 ,542700,3740,30,https://www.zillow.com/homedetails/68-Putnam-St-Weymouth-MA-02189/56625558_zpid/,02189,229,-0.4398,8.80,41.3,0.3644,0.071,0.055,1
"8 Ayer Rd, Shirley, MA 01464",289900,3,3,1200.0 ,304700,3425,5,https://www.zillow.com/homedetails/8-Ayer-Rd-Shirley-MA-01464/57107564_zpid/,01464,242,1.0000,9.82,47.2,-0.0773,0.018,0.062,1
"17 Bowes Ave, Quincy, MA 02169",529900,2,4,1440.0 ,546500,2981,12,https://www.zillow.com/homedetails/17-Bowes-Ave-Quincy-MA-02169/56584866_zpid/,02169,368,0.0096,3.62,38.6,0.3277,0.095,0.056,1
"30 Dane St, Peabody, MA 01960",599999,2,4,1999.0 ,640900,3058,4,https://www.zillow.com/homedetails/30-Dane-St-Peabody-MA-01960/56112145_zpid/,01960,300,-0.1249,4.70,45.9,0.5480,0.067,0.039,1
"12 Whitney Dr, Peabody, MA 01960",650000,2,5,1760.0 ,694500,3200,3,https://www.zillow.com/homedetails/12-Whitney-Dr-Peabody-MA-01960/56112958_zpid/,01960,369,0.0858,4.70,45.9,0.6770,0.067,0.039,0
"2 Mill St, Peabody, MA 01960",549900,2,8,1600.0 ,586600,3058,64,https://www.zillow.com/homedetails/2-Mill-St-Peabody-MA-01960/56111763_zpid/,01960,344,0.0176,4.70,45.9,0.4187,0.067,0.039,1
"38 Columbia Blvd, Peabody, MA 01960",489000,2,3,1290.0 ,539000,2504,4,https://www.zillow.com/homedetails/38-Columbia-Blvd-Peabody-MA-01960/56114770_zpid/,01960,379,0.1093,4.70,45.9,0.2616,0.067,0.039,0
"274 Palmer St, Quincy, MA 02169",560000,2,3,1302.0 ,600600,2900,5,https://www.zillow.com/homedetails/274-Palmer-St-Quincy-MA-02169/56584845_zpid/,02169,430,0.1526,3.62,38.6,0.4032,0.095,0.056,1
"83 Lincoln St, Winthrop, MA 02152",619900,3,3,2022.0 ,635700,3300,32,https://www.zillow.com/homedetails/83-Lincoln-St-Winthrop-MA-02152/56686817_zpid/,02152,307,-0.1400,5.81,44.9,0.4095,0.054,0.036,1
"653 Marston Rd, Whitinsville, MA 01588",509900,3,4,1888.0 ,546900,2792,19,https://www.zillow.com/homedetails/653-Marston-Rd-Whitinsville-MA-01588/71009871_zpid/,01588,270,1.0000,8.93,38.1,0.7898,0.048,0.047,1
"22 Curtis Cir, Weymouth, MA 02189",655000,3,4,2196.0 ,684100,3733,19,https://www.zillow.com/homedetails/22-Curtis-Cir-Weymouth-MA-02189/56625871_zpid/,02189,298,-0.1064,8.80,41.3,0.7877,0.071,0.055,1
"362 Granite St, Quincy, MA 02169",412000,2,3,1236.0 ,418800,2699,27,https://www.zillow.com/homedetails/362-Granite-St-Quincy-MA-02169/56591967_zpid/,02169,333,-0.0934,3.62,38.6,0.0323,0.095,0.056,1
"279 Revere St, Winthrop, MA 02152",475000,2,3,988.0 ,491900,2749,6,https://www.zillow.com/homedetails/279-Revere-St-Winthrop-MA-02152/56688303_zpid/,02152,481,0.2730,5.81,44.9,0.0800,0.054,0.036,0
"84 Leominster Rd, Shirley, MA 01464",519900,2,4,1908.0 ,554900,2999,21,https://www.zillow.com/homedetails/84-Leominster-Rd-Shirley-MA-01464/57107252_zpid/,01464,272,1.0000,9.82,47.2,0.6547,0.018,0.062,1
"50 Winthrop St, Quincy, MA 02169",539000,2,3,1200.0 ,560800,2728,4,https://www.zillow.com/homedetails/50-Winthrop-St-Quincy-MA-02169/56584285_zpid/,02169,449,0.1886,3.62,38.6,0.3505,0.095,0.056,0
"1062 Sea St, Quincy, MA 02169",589000,2,3,1144.0 ,,2728,27,https://www.zillow.com/homedetails/1062-Sea-St-Quincy-MA-02169/56584189_zpid/,02169,515,0.2921,3.62,38.6,0.4758,0.095,0.056,1
"45 Stephen Dr, Brockton, MA 02302",439000,2,4,2000.0 ,433800,2572,31,https://www.zillow.com/homedetails/45-Stephen-Dr-Brockton-MA-02302/57528267_zpid/,02302,220,1.0000,0.27,37.3,0.7421,0.081,0.081,1
"32-34 Baxter St, Quincy, MA 02169",685000,2,4,2006.0 ,696100,,7,https://www.zillow.com/homedetails/32-34-Baxter-St-Quincy-MA-02169/2069206144_zpid/,02169,341,-0.0673,3.62,38.6,0.7164,0.095,0.056,0
"250 E Main St, Gloucester, MA 01930",375000,3,4,1065.0 ,400200,2641,23,https://www.zillow.com/homedetails/250-E-Main-St-Gloucester-MA-01930/56043726_zpid/,01930,352,1.0000,3.68,50.9,-0.1185,0.062,0.044,1
"930 Sea St, Quincy, MA 02169",549999,2,4,1848.0 ,567900,3322,9,https://www.zillow.com/homedetails/930-Sea-St-Quincy-MA-02169/56584342_zpid/,02169,298,-0.2246,3.62,38.6,0.3781,0.095,0.056,1
"25 Chatham St, Quincy, MA 02169",650000,2,4,1853.0 ,672000,3393,12,https://www.zillow.com/homedetails/25-Chatham-St-Quincy-MA-02169/56584512_zpid/,02169,351,-0.0390,3.62,38.6,0.6287,0.095,0.056,0
"67 Front St, Shirley, MA 01464",699000,5,5,2300.0 ,724100,4300,19,https://www.zillow.com/homedetails/67-Front-St-Shirley-MA-01464/2094187733_zpid/,01464,304,1.0000,9.82,47.2,1.2247,0.018,0.062,1
"135 Rebecca Rd, Whitinsville, MA 01588",679000,4,4,3500.0 ,691600,3499,6,https://www.zillow.com/homedetails/135-Rebecca-Rd-Whitinsville-MA-01588/119239074_zpid/,01588,194,1.0000,8.93,38.1,1.3833,0.048,0.047,0
"25 Jaffrey St, Weymouth, MA 02189",569900,2,3,1540.0 ,593700,2898,24,https://www.zillow.com/homedetails/25-Jaffrey-St-Weymouth-MA-02189/56623878_zpid/,02189,370,0.1082,8.80,41.3,0.5554,0.071,0.055,0
"25 Trask Ave, Quincy, MA 02169",597900,2,3,1900.0 ,622200,3128,17,https://www.zillow.com/homedetails/25-Trask-Ave-Quincy-MA-02169/56593257_zpid/,02169,315,-0.1582,3.62,38.6,0.4981,0.095,0.056,1
"55 Genivieve Dr, Whitinsville, MA 01588",699900,3,4,2600.0 ,701400,,6,https://www.zillow.com/homedetails/55-Genivieve-Dr-Whitinsville-MA-01588/2069191524_zpid/,01588,269,1.0000,8.93,38.1,1.4567,0.048,0.047,0
"84 Marks Rd, Weymouth, MA 02189",699000,4,4,2766.0 ,733000,3999,12,https://www.zillow.com/homedetails/84-Marks-Rd-Weymouth-MA-02189/56628839_zpid/,02189,253,-0.3059,8.80,41.3,0.9078,0.071,0.055,1
"6 Butternut Ave, Peabody, MA 01960",559900,2,5,2036.0 ,608900,3284,3,https://www.zillow.com/homedetails/6-Butternut-Ave-Peabody-MA-01960/56108034_zpid/,01960,275,-0.2278,4.70,45.9,0.4445,0.067,0.039,1
"66 Wilshire St, Winthrop, MA 02152",647900,2,3,1988.0 ,648000,,4,https://www.zillow.com/homedetails/66-Wilshire-St-Winthrop-MA-02152/2077113311_zpid/,02152,326,-0.0724,5.81,44.9,0.4732,0.054,0.036,0
"15 Wallace Rd, Quincy, MA 02169",679000,3,5,1900.0 ,745800,3200,202,https://www.zillow.com/homedetails/15-Wallace-Rd-Quincy-MA-02169/56594478_zpid/,02169,357,-0.0199,3.62,38.6,0.7013,0.095,0.056,0
"28-30 Grossman St, Quincy, MA 02169",699900,2,6,1959.0 ,722200,3058,11,https://www.zillow.com/homedetails/28-30-Grossman-St-Quincy-MA-02169/56592258_zpid/,02169,357,-0.0201,3.62,38.6,0.7537,0.095,0.056,0
"6 Wheeler St, Gloucester, MA 01930",508000,3,3,1758.0 ,559900,2949,4,https://www.zillow.com/homedetails/6-Wheeler-St-Gloucester-MA-01930/56042095_zpid/,01930,289,1.0000,3.68,50.9,0.1942,0.062,0.044,1
"145 Center Rd, Shirley, MA 01464",579900,2,4,2879.0 ,613100,3023,69,https://www.zillow.com/homedetails/145-Center-Rd-Shirley-MA-01464/57108046_zpid/,01464,201,1.0000,9.82,47.2,0.8456,0.018,0.062,0
"16 Donegal Rd, Peabody, MA 01960",585000,3,3,1538.0 ,629700,2999,4,https://www.zillow.com/homedetails/16-Donegal-Rd-Peabody-MA-01960/56106180_zpid/,01960,380,0.1123,4.70,45.9,0.5093,0.067,0.039,1
"18 Linwood St, Holbrook, MA 02343",459900,2,4,1167.0 ,470700,2499,4,https://www.zillow.com/homedetails/18-Linwood-St-Holbrook-MA-02343/57454042_zpid/,02343,394,1.0000,7.53,44.6,0.4221,0.032,0.027,0
"7 Marsh St, Gloucester, MA 01930",549900,3,4,1899.0 ,574800,3200,5,https://www.zillow.com/homedetails/7-Marsh-St-Gloucester-MA-01930/56041994_zpid/,01930,290,1.0000,3.68,50.9,0.2927,0.062,0.044,0
"48 Clark Rd, Shirley, MA 01464",525000,3,4,2968.0 ,559900,3879,31,https://www.zillow.com/homedetails/48-Clark-Rd-Shirley-MA-01464/57107691_zpid/,01464,177,1.0000,9.82,47.2,0.6709,0.018,0.062,0
"2 Corinne St, Peabody, MA 01960",690000,3,3,2221.0 ,753800,3133,3,https://www.zillow.com/homedetails/2-Corinne-St-Peabody-MA-01960/56108590_zpid/,01960,311,-0.0868,4.70,45.9,0.7802,0.067,0.039,0
"170 Rhoda St, Quincy, MA 02169",599000,2,3,1848.0 ,635500,3358,46,https://www.zillow.com/homedetails/170-Rhoda-St-Quincy-MA-02169/56584569_zpid/,02169,324,-0.1244,3.62,38.6,0.5009,0.095,0.056,0
"799 Commercial St, Weymouth, MA 02189",699900,4,4,2219.0 ,717800,1769,60,https://www.zillow.com/homedetails/799-Commercial-St-Weymouth-MA-02189/56624261_zpid/,02189,315,-0.0463,8.80,41.3,0.9102,0.071,0.055,0
"15 Waldens Hill Dr, Peabody, MA 01960",649900,3,4,2008.0 ,717300,3319,11,https://www.zillow.com/homedetails/15-Waldens-Hill-Dr-Peabody-MA-01960/56106116_zpid/,01960,324,-0.0432,4.70,45.9,0.6767,0.067,0.039,0
"21 Nelson Rd, Peabody, MA 01960",575000,2,3,1810.0 ,619600,2400,4,https://www.zillow.com/homedetails/21-Nelson-Rd-Peabody-MA-01960/56109443_zpid/,01960,318,-0.0628,4.70,45.9,0.4835,0.067,0.039,1
"993 Shirley St, Winthrop, MA 02152",650000,3,4,2184.0 ,651500,3599,10,https://www.zillow.com/homedetails/993-Shirley-St-Winthrop-MA-02152/2069231791_zpid/,02152,298,-0.1744,5.81,44.9,0.4779,0.054,0.036,0
"7 Read St, Winthrop, MA 02152",699000,2,3,1737.0 ,702700,3293,32,https://www.zillow.com/homedetails/7-Read-St-Winthrop-MA-02152/56686892_zpid/,02152,402,0.1315,5.81,44.9,0.5894,0.054,0.036,0
"43 West St, Quincy, MA 02169",649900,2,3,1608.0 ,675800,2728,3,https://www.zillow.com/homedetails/43-West-St-Quincy-MA-02169/56593607_zpid/,02169,404,0.0982,3.62,38.6,0.6284,0.095,0.056,0
"19 Beacon St, Gloucester, MA 01930",469900,3,3,1752.0 ,498600,2699,4,https://www.zillow.com/homedetails/19-Beacon-St-Gloucester-MA-01930/56039132_zpid/,01930,268,1.0000,3.68,50.9,0.1046,0.062,0.044,0
"16 Krochmal Rd, Peabody, MA 01960",524900,2,3,1908.0 ,583300,3058,5,https://www.zillow.com/homedetails/16-Krochmal-Rd-Peabody-MA-01960/56113634_zpid/,01960,275,-0.2273,4.70,45.9,0.3542,0.067,0.039,1
"29 Beacon St, Quincy, MA 02169",579000,2,3,1488.0 ,592500,2799,26,https://www.zillow.com/homedetails/29-Beacon-St-Quincy-MA-02169/56589904_zpid/,02169,389,0.0633,3.62,38.6,0.4508,0.095,0.056,1
"84 Wesson Ave, Quincy, MA 02169",549900,2,3,1310.0 ,571300,2699,3,https://www.zillow.com/homedetails/84-Wesson-Ave-Quincy-MA-02169/56593468_zpid/,02169,420,0.1317,3.62,38.6,0.3779,0.095,0.056,1
"26 Nancy Ave, Peabody, MA 01960",599999,2,3,1378.0 ,639600,2472,5,https://www.zillow.com/homedetails/26-Nancy-Ave-Peabody-MA-01960/56107217_zpid/,01960,435,0.2246,4.70,45.9,0.5480,0.067,0.039,0
"84 Grove St, Milford, MA 01757",589900,3,4,1700.0 ,605800,1965,27,https://www.zillow.com/homedetails/84-Grove-St-Milford-MA-01757/56717816_zpid/,01757,347,1.0000,18.92,39.4,0.8739,0.078,0.050,1
"78 W Main St, Millbury, MA 01527",399000,3,6,2364.0 ,409100,1965,6,https://www.zillow.com/homedetails/78-W-Main-St-Millbury-MA-01527/57618346_zpid/,01527,169,1.0000,22.54,44.9,0.3744,0.023,0.069,1
"35 Decota Dr, Randolph, MA 02368",575000,3,4,1972.0 ,587500,3349,27,https://www.zillow.com/homedetails/35-Decota-Dr-Randolph-MA-02368/57496732_zpid/,02368,292,1.0000,18.43,40.4,0.7335,0.075,0.063,1
"11 Grover Ave, Roslindale, MA 02131",699000,2,4,1800.0 ,728200,3614,7,https://www.zillow.com/homedetails/11-Grover-Ave-Roslindale-MA-02131/59141529_zpid/,02131,388,0.1108,15.11,38.5,0.4990,0.091,0.050,0
"71 Maplewood Ave, Marlborough, MA 01752",375000,2,4,1458.0 ,394600,2796,4,https://www.zillow.com/homedetails/71-Maplewood-Ave-Marlborough-MA-01752/56271459_zpid/,01752,257,-0.1027,15.63,39.8,0.0760,0.040,0.040,0
"127 Pond St, Randolph, MA 02368",580000,3,5,1236.0 ,597000,2969,12,https://www.zillow.com/homedetails/127-Pond-St-Randolph-MA-02368/57496035_zpid/,02368,469,1.0000,18.43,40.4,0.7486,0.075,0.063,1
"15 Baldwin Ave, Marlborough, MA 01752",449500,2,4,1908.0 ,477300,3140,4,https://www.zillow.com/homedetails/15-Baldwin-Ave-Marlborough-MA-01752/56526011_zpid/,01752,236,-0.2038,15.63,39.8,0.2898,0.040,0.040,1
"231 Lakeside Ave, Marlborough, MA 01752",695000,2,3,1898.0 ,719700,2600,45,https://www.zillow.com/homedetails/231-Lakeside-Ave-Marlborough-MA-01752/56529745_zpid/,01752,366,0.2255,15.63,39.8,0.9943,0.040,0.040,0
"428 Bigelow St, Marlborough, MA 01752",599900,4,6,2663.0 ,634300,3383,11,https://www.zillow.com/homedetails/428-Bigelow-St-Marlborough-MA-01752/56269782_zpid/,01752,225,-0.2589,15.63,39.8,0.7214,0.040,0.040,1
"287 Central St, Milford, MA 01757",525000,3,3,1829.0 ,559800,2769,50,https://www.zillow.com/homedetails/287-Central-St-Milford-MA-01757/56716669_zpid/,01757,287,1.0000,18.92,39.4,0.6677,0.078,0.050,1
"37 Karen Dr, Randolph, MA 02368",539900,2,4,1670.0 ,559300,2499,6,https://www.zillow.com/homedetails/37-Karen-Dr-Randolph-MA-02368/57502508_zpid/,02368,323,1.0000,18.43,40.4,0.6277,0.075,0.063,1
"144 Highland St, Marlborough, MA 01752",570000,2,4,2134.0 ,586100,1501,40,https://www.zillow.com/homedetails/144-Highland-St-Marlborough-MA-01752/56527299_zpid/,01752,267,-0.0618,15.63,39.8,0.6356,0.040,0.040,1
"183 E Water St, Rockland, MA 02370",395000,2,3,1078.0 ,396600,2463,27,https://www.zillow.com/homedetails/183-E-Water-St-Rockland-MA-02370/57219635_zpid/,02370,366,1.0000,11.44,40.1,0.2709,0.073,0.033,1
"21 Brown St, Marlborough, MA 01752",360000,2,3,1330.0 ,368400,2828,74,https://www.zillow.com/homedetails/21-Brown-St-Marlborough-MA-01752/56272010_zpid/,01752,271,-0.0478,15.63,39.8,0.0330,0.040,0.040,1
"342 Sudbury St, Marlborough, MA 01752",550000,3,3,1509.0 ,581500,1274,3,https://www.zillow.com/homedetails/342-Sudbury-St-Marlborough-MA-01752/56526206_zpid/,01752,364,0.2219,15.63,39.8,0.5782,0.040,0.040,1
"234 Harvard St, Quincy, MA 02170",619000,2,3,1412.0 ,706200,2813,202,https://www.zillow.com/homedetails/234-Harvard-St-Quincy-MA-02170/56598504_zpid/,02170,438,0.0231,19.62,41.2,0.3628,0.041,0.061,0
"72-78 Highland St, Marlborough, MA 01752",659900,5,6,2400.0 ,691000,4429,79,https://www.zillow.com/homedetails/72-78-Highland-St-Marlborough-MA-01752/2070607213_zpid/,01752,275,-0.0314,15.63,39.8,0.8935,0.040,0.040,1
"114 Granite St, Rockport, MA 01966",599000,3,4,2290.0 ,640600,3363,32,https://www.zillow.com/homedetails/114-Granite-St-Rockport-MA-01966/56956977_zpid/,01966,262,1.0000,21.73,56.1,0.1167,0.056,0.040,1
"461 W Water St, Rockland, MA 02370",364900,2,4,1393.0 ,370300,2429,46,https://www.zillow.com/homedetails/461-W-Water-St-Rockland-MA-02370/57220244_zpid/,02370,262,1.0000,11.44,40.1,0.1741,0.073,0.033,0
"137 Manzella Ct, Rockland, MA 02370",499900,2,3,1900.0 ,483400,2822,3,https://www.zillow.com/homedetails/137-Manzella-Ct-Rockland-MA-02370/57552133_zpid/,02370,263,1.0000,11.44,40.1,0.6084,0.073,0.033,1
"72 Pine St, Milford, MA 01757",399900,2,4,1525.0 ,417500,2250,5,https://www.zillow.com/homedetails/72-Pine-St-Milford-MA-01757/56717053_zpid/,01757,262,1.0000,18.92,39.4,0.2703,0.078,0.050,1
"168 Mount Hope St, Roslindale, MA 02131",599900,3,3,2164.0 ,629000,3699,48,https://www.zillow.com/homedetails/168-Mount-Hope-St-Roslindale-MA-02131/59141056_zpid/,02131,277,-0.2456,15.11,38.5,0.2865,0.091,0.050,0
"470 E Main St, Avon, MA 02322",389900,2,4,1337.0 ,401100,2799,4,https://www.zillow.com/homedetails/470-E-Main-St-Avon-MA-02322/57421657_zpid/,02322,292,1.0000,21.71,40.0,0.1762,0.066,0.048,0
"78 Naugler Ave, Marlborough, MA 01752",475000,2,3,1866.0 ,503500,2999,65,https://www.zillow.com/homedetails/78-Naugler-Ave-Marlborough-MA-01752/56270682_zpid/,01752,255,-0.1141,15.63,39.8,0.3630,0.040,0.040,1
"15 Coolidge Ave, Weymouth, MA 02188",549900,2,4,2088.0 ,568400,2666,2,https://www.zillow.com/homedetails/15-Coolidge-Ave-Weymouth-MA-02188/56624922_zpid/,02188,263,-0.2581,23.26,40.2,0.4672,0.019,0.078,0
"335 Euclid Ave, Lynn, MA 01904",549000,2,4,1500.0 ,553700,3200,36,https://www.zillow.com/homedetails/335-Euclid-Ave-Lynn-MA-01904/56066383_zpid/,01904,366,0.1828,16.84,38.0,0.4996,0.042,0.065,1
"85 Depot St, Milford, MA 01757",429000,2,4,1367.0 ,455000,2364,20,https://www.zillow.com/homedetails/85-Depot-St-Milford-MA-01757/56718035_zpid/,01757,314,1.0000,18.92,39.4,0.3628,0.078,0.050,1
"849 Lynnfield St, Lynn, MA 01904",499900,2,3,1423.0 ,506200,3058,0,https://www.zillow.com/homedetails/849-Lynnfield-St-Lynn-MA-01904/56064897_zpid/,01904,351,0.1486,16.84,38.0,0.3655,0.042,0.065,1
"318 Maple St, Lynn, MA 01904",465757,3,3,1199.0 ,514800,2600,55,https://www.zillow.com/homedetails/318-Maple-St-Lynn-MA-01904/56069807_zpid/,01904,388,0.2301,16.84,38.0,0.2722,0.042,0.065,1
"15 Sherwood Rd, Weymouth, MA 02191",680000,3,4,3000.0 ,711500,4300,40,https://www.zillow.com/homedetails/15-Sherwood-Rd-Weymouth-MA-02191/66672617_zpid/,02191,227,-0.3610,12.17,48.6,0.8712,0.050,0.064,1
"15 Spring Ln, Marlborough, MA 01752",499900,3,3,2200.0 ,522800,3800,33,https://www.zillow.com/homedetails/15-Spring-Ln-Marlborough-MA-01752/56525683_zpid/,01752,227,-0.2481,15.63,39.8,0.4344,0.040,0.040,1
"44 Freeman St, Stoughton, MA 02072",459000,2,4,1672.0 ,479100,3028,19,https://www.zillow.com/homedetails/44-Freeman-St-Stoughton-MA-02072/56608969_zpid/,02072,275,1.0000,19.31,44.8,0.3178,0.057,0.043,1
"45 Roel St, Randolph, MA 02368",479000,2,3,1300.0 ,490000,2799,6,https://www.zillow.com/homedetails/45-Roel-St-Randolph-MA-02368/57499481_zpid/,02368,368,1.0000,18.43,40.4,0.4441,0.075,0.063,0
"117 Old Charter Rd, Marlborough, MA 01752",599900,2,4,2711.0 ,678700,3264,0,https://www.zillow.com/homedetails/117-Old-Charter-Rd-Marlborough-MA-01752/56527671_zpid/,01752,221,-0.2816,15.63,39.8,0.7214,0.040,0.040,0
"4 Maple St, Rockland, MA 02370",649888,2,5,3000.0 ,665700,2887,73,https://www.zillow.com/homedetails/4-Maple-St-Rockland-MA-02370/57219968_zpid/,02370,217,1.0000,11.44,40.1,1.0910,0.073,0.033,0
"44 Eustis St, Quincy, MA 02170",659900,2,3,1217.0 ,694400,2728,27,https://www.zillow.com/homedetails/44-Eustis-St-Quincy-MA-02170/56595501_zpid/,02170,542,0.2102,19.62,41.2,0.4529,0.041,0.061,0
"24 Irene Ct, Millbury, MA 01527",455000,2,3,1351.0 ,470400,3058,5,https://www.zillow.com/homedetails/24-Irene-Ct-Millbury-MA-01527/123895055_zpid/,01527,337,1.0000,22.54,44.9,0.5673,0.023,0.069,0
"488 Liberty St, Rockland, MA 02370",474900,2,4,1424.0 ,485000,2658,33,https://www.zillow.com/homedetails/488-Liberty-St-Rockland-MA-02370/57219060_zpid/,02370,333,1.0000,11.44,40.1,0.5280,0.073,0.033,1
"164 Essex St, Weymouth, MA 02188",525000,2,3,1350.0 ,547000,2799,31,https://www.zillow.com/homedetails/164-Essex-St-Weymouth-MA-02188/56626432_zpid/,02188,389,0.1480,23.26,40.2,0.4007,0.019,0.078,0
"5 Delford St, Roslindale, MA 02131",670000,3,3,1080.0 ,718700,2929,27,https://www.zillow.com/homedetails/5-Delford-St-Roslindale-MA-02131/59144997_zpid/,02131,620,0.4434,15.11,38.5,0.4368,0.091,0.050,0
"355 W Main St, Avon, MA 02322",589900,2,4,1801.0 ,601800,3200,35,https://www.zillow.com/homedetails/355-W-Main-St-Avon-MA-02322/57422703_zpid/,02322,328,1.0000,21.71,40.0,0.7795,0.066,0.048,1
"153 Edinboro St, Marlborough, MA 01752",450000,2,3,1709.0 ,515800,2513,4,https://www.zillow.com/homedetails/153-Edinboro-St-Marlborough-MA-01752/56530216_zpid/,01752,263,-0.0771,15.63,39.8,0.2912,0.040,0.040,1
"115 Naugler Ave, Marlborough, MA 01752",450000,2,3,1845.0 ,478200,2999,3,https://www.zillow.com/homedetails/115-Naugler-Ave-Marlborough-MA-01752/56525777_zpid/,01752,244,-0.1628,15.63,39.8,0.2912,0.040,0.040,1
"39 Orchard St, Marlborough, MA 01752",619900,3,5,2526.0 ,638300,3151,12,https://www.zillow.com/homedetails/39-Orchard-St-Marlborough-MA-01752/56271904_zpid/,01752,245,-0.1556,15.63,39.8,0.7788,0.040,0.040,1
"51 Labelle St, Marlborough, MA 01752",584000,4,5,2520.0 ,635300,4175,46,https://www.zillow.com/homedetails/51-Labelle-St-Marlborough-MA-01752/56526650_zpid/,01752,232,-0.2238,15.63,39.8,0.6758,0.040,0.040,1
"17 Lynnmere Ave, Lynn, MA 01904",549900,2,4,1700.0 ,584900,3034,8,https://www.zillow.com/homedetails/17-Lynnmere-Ave-Lynn-MA-01904/56067347_zpid/,01904,323,0.0754,16.84,38.0,0.5020,0.042,0.065,1
"364 Center St, Randolph, MA 02368",489900,2,4,1471.0 ,502700,2799,11,https://www.zillow.com/homedetails/364-Center-St-Randolph-MA-02368/57501301_zpid/,02368,333,1.0000,18.43,40.4,0.4769,0.075,0.063,1
"9 Sumner St, Milford, MA 01757",299000,2,3,1241.0 ,307500,,6,https://www.zillow.com/homedetails/9-Sumner-St-Milford-MA-01757/2069188700_zpid/,01757,241,1.0000,18.92,39.4,-0.0502,0.078,0.050,0
"6 Bowler St, Lynn, MA 01904",399900,2,3,1027.0 ,416300,2262,10,https://www.zillow.com/homedetails/6-Bowler-St-Lynn-MA-01904/56067836_zpid/,01904,389,0.2319,16.84,38.0,0.0923,0.042,0.065,0
"287 Highland Ave, Randolph, MA 02368",575000,3,4,1848.0 ,593500,3349,4,https://www.zillow.com/homedetails/287-Highland-Ave-Randolph-MA-02368/57501585_zpid/,02368,311,1.0000,18.43,40.4,0.7335,0.075,0.063,1
"18 Sheridan Rd, Marlborough, MA 01752",557000,2,4,3124.0 ,590600,3293,53,https://www.zillow.com/homedetails/18-Sheridan-Rd-Marlborough-MA-01752/56526903_zpid/,01752,178,-0.5906,15.63,39.8,0.5983,0.040,0.040,1
"1678 Central St, Stoughton, MA 02072",499900,2,4,1696.0 ,270400,3200,81,https://www.zillow.com/homedetails/1678-Central-St-Stoughton-MA-02072/56607206_zpid/,02072,295,1.0000,19.31,44.8,0.4353,0.057,0.043,1
"17 York Rd, Lynn, MA 01904",529900,2,3,1662.0 ,590700,3200,18,https://www.zillow.com/homedetails/17-York-Rd-Lynn-MA-01904/56064928_zpid/,01904,319,0.0619,16.84,38.0,0.4474,0.042,0.065,0
"31 Church St, Marlborough, MA 01752",599999,2,5,2484.0 ,621000,3214,6,https://www.zillow.com/homedetails/31-Church-St-Marlborough-MA-01752/56527545_zpid/,01752,242,-0.1741,15.63,39.8,0.7217,0.040,0.040,1
"15 Keach St, Waltham, MA 02453",589900,2,3,1400.0 ,663000,2999,90,https://www.zillow.com/homedetails/15-Keach-St-Waltham-MA-02453/56363500_zpid/,02453,421,0.2215,23.98,33.3,0.1162,0.068,0.028,0
"164 Smith Ave, Stoughton, MA 02072",689900,2,3,2088.0 ,717800,3349,5,https://www.zillow.com/homedetails/164-Smith-Ave-Stoughton-MA-02072/56605812_zpid/,02072,330,1.0000,19.31,44.8,0.9808,0.057,0.043,0
"12 Sewall St, Quincy, MA 02170",599000,2,4,1248.0 ,638700,2763,56,https://www.zillow.com/homedetails/12-Sewall-St-Quincy-MA-02170/332984014_zpid/,02170,480,0.1077,19.62,41.2,0.3188,0.041,0.061,0
"8 Lake Ave, Lynn, MA 01904",527877,2,3,1793.0 ,570500,2706,10,https://www.zillow.com/homedetails/8-Lake-Ave-Lynn-MA-01904/56067841_zpid/,01904,294,-0.0159,16.84,38.0,0.4419,0.042,0.065,0
"11 Short St, Milford, MA 01757",379999,2,3,1320.0 ,426800,2600,1,https://www.zillow.com/homedetails/11-Short-St-Milford-MA-01757/56713731_zpid/,01757,288,1.0000,18.92,39.4,0.2071,0.078,0.050,0
"37 Wilmarth Rd, Randolph, MA 02368",599900,2,4,1766.0 ,620100,3200,3,https://www.zillow.com/homedetails/37-Wilmarth-Rd-Randolph-MA-02368/57499897_zpid/,02368,340,1.0000,18.43,40.4,0.8086,0.075,0.063,1
"80 Williams St, Marlborough, MA 01752",449900,2,3,1350.0 ,481900,2960,59,https://www.zillow.com/homedetails/80-Williams-St-Marlborough-MA-01752/56272519_zpid/,01752,333,0.1490,15.63,39.8,0.2910,0.040,0.040,0
"10 Paris St, Marlborough, MA 01752",499900,2,4,1784.0 ,515300,2999,46,https://www.zillow.com/homedetails/10-Paris-St-Marlborough-MA-01752/56528600_zpid/,01752,280,-0.0121,15.63,39.8,0.4344,0.040,0.040,1
"21 Bicknell St, Marlborough, MA 01752",484900,2,4,2203.0 ,495100,3200,19,https://www.zillow.com/homedetails/21-Bicknell-St-Marlborough-MA-01752/56527377_zpid/,01752,220,-0.2885,15.63,39.8,0.3914,0.040,0.040,1
"304 Elliott St, Beverly, MA 01915",555000,2,3,1890.0 ,620300,2949,26,https://www.zillow.com/homedetails/304-Elliott-St-Beverly-MA-01915/59226706_zpid/,01915,294,-0.2526,15.12,40.4,0.2692,0.060,0.034,1
